sample,study,cohort,MGMT_mRNA
TCGA-E2-A574-01,BRCA,non-glioma,10.8504
TCGA-LD-A66U-01,BRCA,non-glioma,11.5573
TCGA-AC-A6NO-01,BRCA,non-glioma,10.3262
TCGA-AR-A0TP-01,BRCA,non-glioma,9.5301
TCGA-AR-A0TZ-01,BRCA,non-glioma,9.6207
TCGA-AR-A24O-01,BRCA,non-glioma,9.4568
TCGA-E9-A1RI-01,BRCA,non-glioma,9.7836
TCGA-EW-A1OX-01,BRCA,non-glioma,9.676
TCGA-EW-A1P4-01,BRCA,non-glioma,9.7237
TCGA-OL-A5RV-01,BRCA,non-glioma,10.1939
TCGA-OL-A6VO-01,BRCA,non-glioma,10.6235
TCGA-5L-AAT0-01,BRCA,non-glioma,10.2494
TCGA-A2-A3XW-01,BRCA,non-glioma,11.4146
TCGA-A8-A075-01,BRCA,non-glioma,10.1513
TCGA-B6-A0RV-01,BRCA,non-glioma,10.3111
TCGA-BH-A0DQ-01,BRCA,non-glioma,10.0865
TCGA-E9-A227-01,BRCA,non-glioma,10.0659
TCGA-E9-A22H-01,BRCA,non-glioma,9.2749
TCGA-AC-A2BM-01,BRCA,non-glioma,10.309
TCGA-BH-A0BJ-01,BRCA,non-glioma,10.0181
TCGA-BH-A42V-01,BRCA,non-glioma,10.3442
TCGA-D8-A1JD-01,BRCA,non-glioma,10.1202
TCGA-D8-A27R-01,BRCA,non-glioma,10.4382
TCGA-E2-A1LB-01,BRCA,non-glioma,9.88
TCGA-E9-A1N4-01,BRCA,non-glioma,8.7443
TCGA-E9-A5UO-01,BRCA,non-glioma,10.649
TCGA-EW-A2FS-01,BRCA,non-glioma,9.3365
TCGA-PE-A5DE-01,BRCA,non-glioma,9.1405
TCGA-A1-A0SP-01,BRCA,non-glioma,9.8151
TCGA-AC-A2FF-01,BRCA,non-glioma,10.0148
TCGA-B6-A0RU-01,BRCA,non-glioma,9.1282
TCGA-B6-A0WX-01,BRCA,non-glioma,9.4193
TCGA-B6-A0WY-01,BRCA,non-glioma,10.6981
TCGA-C8-A1HI-01,BRCA,non-glioma,9.6308
TCGA-D8-A1X7-01,BRCA,non-glioma,9.6405
TCGA-D8-A27F-01,BRCA,non-glioma,9.3895
TCGA-E2-A1L7-01,BRCA,non-glioma,8.8061
TCGA-E2-A1L9-01,BRCA,non-glioma,9.6615
TCGA-E9-A1RB-01,BRCA,non-glioma,9.2167
TCGA-OL-A5D8-01,BRCA,non-glioma,10.3726
TCGA-OL-A5RW-01,BRCA,non-glioma,10.3948
TCGA-A1-A0SH-01,BRCA,non-glioma,9.6145
TCGA-A1-A0SJ-01,BRCA,non-glioma,10.7396
TCGA-A2-A0T5-01,BRCA,non-glioma,9.9286
TCGA-A2-A0YJ-01,BRCA,non-glioma,8.7731
TCGA-A2-A25B-01,BRCA,non-glioma,8.0087
TCGA-AO-A126-01,BRCA,non-glioma,11.4063
TCGA-AR-A1AU-01,BRCA,non-glioma,10.5209
TCGA-B6-A0RT-01,BRCA,non-glioma,9.3446
TCGA-EW-A2FV-01,BRCA,non-glioma,10.1537
TCGA-OL-A66O-01,BRCA,non-glioma,12.0917
TCGA-AO-A124-01,BRCA,non-glioma,9.5669
TCGA-AR-A24M-01,BRCA,non-glioma,9.4978
TCGA-BH-A0E0-01,BRCA,non-glioma,10.9282
TCGA-BH-A1EW-01,BRCA,non-glioma,9.2428
TCGA-C8-A1HL-01,BRCA,non-glioma,10.4787
TCGA-E9-A22D-01,BRCA,non-glioma,10.1387
TCGA-EW-A1IY-01,BRCA,non-glioma,8.2365
TCGA-EW-A1J1-01,BRCA,non-glioma,9.6329
TCGA-A7-A0D9-01,BRCA,non-glioma,9.9456
TCGA-E2-A14N-01,BRCA,non-glioma,9.4421
TCGA-E2-A1IO-01,BRCA,non-glioma,9.3934
TCGA-E9-A229-01,BRCA,non-glioma,9.3094
TCGA-A2-A04R-01,BRCA,non-glioma,10.2695
TCGA-AN-A0XW-01,BRCA,non-glioma,8.9336
TCGA-D8-A27N-01,BRCA,non-glioma,9.4337
TCGA-OL-A66I-01,BRCA,non-glioma,8.9434
TCGA-A2-A3XU-01,BRCA,non-glioma,10.19
TCGA-PL-A8LX-01,BRCA,non-glioma,10.3659
TCGA-A2-A25E-01,BRCA,non-glioma,8.7044
TCGA-BH-A1FN-01,BRCA,non-glioma,8.8566
TCGA-C8-A1HO-01,BRCA,non-glioma,9.515
TCGA-D8-A1XL-01,BRCA,non-glioma,10.842
TCGA-EW-A6S9-01,BRCA,non-glioma,10.0753
TCGA-E9-A3QA-01,BRCA,non-glioma,9.2843
TCGA-EW-A6SD-01,BRCA,non-glioma,9.7061
TCGA-AO-A03U-01,BRCA,non-glioma,8.676
TCGA-BH-A0HA-01,BRCA,non-glioma,10.9151
TCGA-BH-A1FE-01,BRCA,non-glioma,8.5497
TCGA-BH-A0DG-01,BRCA,non-glioma,9.4321
TCGA-PL-A8LY-01,BRCA,non-glioma,10.738
TCGA-AO-A03M-01,BRCA,non-glioma,9.7587
TCGA-AO-A129-01,BRCA,non-glioma,10.2938
TCGA-C8-A273-01,BRCA,non-glioma,10.6804
TCGA-PL-A8LZ-01,BRCA,non-glioma,9.0041
TCGA-S3-A6ZH-01,BRCA,non-glioma,9.8187
TCGA-E9-A1NE-01,BRCA,non-glioma,8.9714
TCGA-AR-A0TQ-01,BRCA,non-glioma,9.9448
TCGA-AR-A24L-01,BRCA,non-glioma,9.3459
TCGA-76-4925-01,GBM,glioma IDHWT,6.2687
TCGA-26-5132-01,GBM,glioma IDHWT,7.3272
TCGA-26-5134-01,GBM,glioma IDHWT,8.2958
TCGA-28-5204-01,GBM,glioma IDHWT,8.8486
TCGA-28-5213-01,GBM,glioma IDHWT,9.8215
TCGA-32-1980-01,GBM,glioma IDHWT,9.0625
TCGA-28-5207-01,GBM,glioma IDHWT,8.9878
TCGA-76-4926-01,GBM,glioma IDHWT,8.4652
TCGA-06-5413-01,GBM,glioma IDHWT,9.3862
TCGA-28-5220-01,GBM,glioma IDHWT,9.2664
TCGA-32-5222-01,GBM,glioma IDHWT,8.2855
TCGA-06-5859-01,GBM,glioma IDHWT,8.4088
TCGA-28-5218-01,GBM,glioma IDHWT,9.253
TCGA-06-0190-01,GBM,glioma IDHWT,8.9397
TCGA-06-5414-01,GBM,glioma IDHWT,8.2583
TCGA-06-5415-01,GBM,glioma IDHWT,8.9068
TCGA-26-5133-01,GBM,glioma IDHWT,8.9288
TCGA-06-5856-01,GBM,glioma IDHWT,8.6078
TCGA-19-5960-01,GBM,glioma IDHWT,8.0461
TCGA-28-5208-01,GBM,glioma IDHWT,7.3881
TCGA-28-5216-01,GBM,glioma IDHWT,8.0611
TCGA-06-5411-01,GBM,glioma IDHWT,8.5925
TCGA-14-0781-01,GBM,glioma IDHWT,8.3988
TCGA-06-0211-01,GBM,glioma IDHWT,7.21942818538
TCGA-26-1442-01,GBM,glioma IDHMut,7.4728
TCGA-19-4065-01,GBM,glioma IDHWT,8.9264
TCGA-76-4928-01,GBM,glioma IDHWT,6.379
TCGA-06-1804-01,GBM,glioma IDHWT,6.0333
TCGA-06-5412-01,GBM,glioma IDHWT,8.3057
TCGA-26-5136-01,GBM,glioma IDHWT,6.8415
TCGA-76-4929-01,GBM,glioma IDHWT,6.9589
TCGA-06-5418-01,GBM,glioma IDHWT,8.5252
TCGA-06-0210-01,GBM,glioma IDHWT,8.8097
TCGA-06-5410-01,GBM,glioma IDHWT,8.5249
TCGA-26-5135-01,GBM,glioma IDHWT,8.432
TCGA-76-4931-01,GBM,glioma IDHWT,8.9278
TCGA-28-5209-01,GBM,glioma IDHWT,6.509
TCGA-26-5139-01,GBM,glioma IDHWT,8.3596
TCGA-06-0125-01,GBM,glioma IDHWT,6.0472
TCGA-28-5215-01,GBM,glioma IDHWT,7.861
TCGA-12-5295-01,GBM,glioma IDHWT,7.7937
TCGA-41-5651-01,GBM,glioma IDHWT,6.3555
TCGA-12-5299-01,GBM,glioma IDHWT,8.1021
TCGA-06-5408-01,GBM,glioma IDHWT,8.5977
TCGA-06-5858-01,GBM,glioma IDHWT,7.342
TCGA-06-5416-01,GBM,glioma IDHMut,9.1973
TCGA-DU-A76K-01,LGG,glioma IDHWT,8.5758
TCGA-HT-7616-01,LGG,glioma IDHMut,7.1495
TCGA-HT-7687-01,LGG,glioma IDHMut,7.1272
TCGA-E1-A7YS-01,LGG,glioma IDHMut,4.5082
TCGA-DH-A669-01,LGG,glioma IDHMut,5.8777
TCGA-DU-A5TT-01,LGG,glioma IDHWT,8.5047
TCGA-FG-6690-01,LGG,glioma IDHMut,6.9005
TCGA-S9-A89V-01,LGG,glioma IDHWT,7.2199
TCGA-DU-7292-01,LGG,glioma IDHWT,7.8182
TCGA-S9-A7R2-01,LGG,glioma IDHWT,10.0319
TCGA-HW-A5KJ-01,LGG,glioma IDHMut,9.6742
TCGA-CS-4941-01,LGG,glioma IDHWT,7.4035
TCGA-DU-7306-01,LGG,glioma IDHMut,7.1246
TCGA-HT-7475-01,LGG,glioma IDHMut,7.6079
TCGA-DU-6393-01,LGG,glioma IDHMut,6.2359
TCGA-HT-7882-01,LGG,glioma IDHWT,9.0026
TCGA-HT-A61C-01,LGG,glioma IDHWT,8.3677
TCGA-QH-A6CX-01,LGG,glioma IDHWT,9.4622
TCGA-S9-A6UA-01,LGG,glioma IDHWT,7.9823
TCGA-TQ-A7RP-01,LGG,glioma IDHWT,8.084
TCGA-VW-A8FI-01,LGG,glioma IDHWT,9.4211
TCGA-WH-A86K-01,LGG,glioma IDHMut,7.8929
TCGA-HT-8109-01,LGG,glioma IDHMut,7.6808
TCGA-HW-A5KK-01,LGG,glioma IDHWT,8.4973
TCGA-E1-A7YM-01,LGG,glioma IDHWT,8.6048
TCGA-FG-6692-01,LGG,glioma IDHWT,6.5553
TCGA-FG-A4MW-01,LGG,glioma IDHWT,7.5705
TCGA-TM-A84J-01,LGG,glioma IDHWT,8.3037
TCGA-FG-5964-01,LGG,glioma IDHMut,8.409
TCGA-HT-7477-01,LGG,glioma IDHMut,6.4355
TCGA-HT-7854-01,LGG,glioma IDHWT,8.7269
TCGA-HT-8107-01,LGG,glioma IDHWT,8.2019
TCGA-HT-A74H-01,LGG,glioma IDHWT,9.8977
TCGA-IK-8125-01,LGG,glioma IDHMut,7.1818
TCGA-DB-5281-01,LGG,glioma IDHMut,7.5168
TCGA-HT-7608-01,LGG,glioma IDHMut,6.6037
TCGA-DU-A6S3-01,LGG,glioma IDHMut,7.8565
TCGA-FG-A6IZ-01,LGG,glioma IDHMut,7.1951
TCGA-HT-7694-01,LGG,glioma IDHMut,8.4738
TCGA-WY-A85D-01,LGG,glioma IDHMut,9.3618
TCGA-DB-5279-01,LGG,glioma IDHMut,6.7542
TCGA-DB-A64O-01,LGG,glioma IDHWT,8.7827
TCGA-DU-7013-01,LGG,glioma IDHWT,7.7846
TCGA-HT-7688-01,LGG,glioma IDHMut,8.2787
TCGA-CS-6186-01,LGG,glioma IDHWT,8.3563
TCGA-FG-A4MU-01,LGG,glioma IDHWT,6.6798
TCGA-HT-7684-01,LGG,glioma IDHMut,10.0774
TCGA-S9-A6WD-01,LGG,glioma IDHMut,8.2623
TCGA-VM-A8CD-01,LGG,glioma IDHWT,8.434
TCGA-E1-A7YD-01,LGG,glioma IDHWT,9.3413
TCGA-HT-8110-01,LGG,glioma IDHWT,7.5041
TCGA-S9-A7IX-01,LGG,glioma IDHWT,8.7773
TCGA-DU-6410-01,LGG,glioma IDHMut,4.9201
TCGA-DU-A7TB-01,LGG,glioma IDHWT,10.9774
TCGA-HT-7875-01,LGG,glioma IDHMut,6.1958
TCGA-DU-A7TJ-01,LGG,glioma IDHWT,6.5426
TCGA-E1-A7YJ-01,LGG,glioma IDHWT,8.4561
TCGA-HT-8011-01,LGG,glioma IDHWT,8.8424
TCGA-DB-A64V-01,LGG,glioma IDHMut,9.0953
TCGA-DU-6399-01,LGG,glioma IDHMut,6.8491
TCGA-DU-A76L-01,LGG,glioma IDHWT,8.1212
TCGA-FG-5962-01,LGG,glioma IDHMut,7.885
TCGA-HT-7467-01,LGG,glioma IDHMut,8.3635
TCGA-HT-8105-01,LGG,glioma IDHMut,7.4428
TCGA-QH-A65Z-01,LGG,glioma IDHMut,7.4836
TCGA-VM-A8CA-01,LGG,glioma IDHMut,9.3701
TCGA-DU-6394-01,LGG,glioma IDHMut,7.0704
TCGA-DU-7301-01,LGG,glioma IDHMut,7.4181
TCGA-HT-7677-01,LGG,glioma IDHMut,8.263
TCGA-HT-8106-01,LGG,glioma IDHMut,8.7494
TCGA-DH-A66B-01,LGG,glioma IDHMut,6.9354
TCGA-DU-6402-01,LGG,glioma IDHWT,8.5511
TCGA-DU-A7TD-01,LGG,glioma IDHWT,8.2508
TCGA-E1-A7YK-01,LGG,glioma IDHMut,9.3573
TCGA-HT-7474-01,LGG,glioma IDHMut,9.0392
TCGA-R8-A6ML-01,LGG,glioma IDHMut,6.2648
TCGA-S9-A6UB-01,LGG,glioma IDHMut,6.6289
TCGA-S9-A6WL-01,LGG,glioma IDHMut,7.7235
TCGA-DU-8164-01,LGG,glioma IDHMut,6.6092
TCGA-DU-A5TR-01,LGG,glioma IDHMut,8.6167
TCGA-DU-A76R-01,LGG,glioma IDHMut,6.8812
TCGA-QH-A6CV-01,LGG,glioma IDHWT,9.188
TCGA-TQ-A7RU-01,LGG,glioma IDHMut,5.9015
TCGA-CS-4944-01,LGG,glioma IDHMut,9.2518
TCGA-DH-A7US-01,LGG,glioma IDHMut,8.0201
TCGA-HT-7604-01,LGG,glioma IDHMut,6.2152
TCGA-S9-A6TV-01,LGG,glioma IDHMut,6.8643
TCGA-S9-A6TY-01,LGG,glioma IDHMut,6.2895
TCGA-DH-A66F-01,LGG,glioma IDHMut,6.5328
TCGA-DH-A7UV-01,LGG,glioma IDHMut,8.8674
TCGA-CS-6188-01,LGG,glioma IDHWT,8.6507
TCGA-DU-5849-01,LGG,glioma IDHMut,8.2002
TCGA-FG-7636-01,LGG,glioma IDHMut,8.3961
TCGA-QH-A6XC-01,LGG,glioma IDHWT,8.0834
TCGA-TM-A84F-01,LGG,glioma IDHMut,8.8944
TCGA-DB-A75M-01,LGG,glioma IDHMut,7.5961
TCGA-FG-A4MX-01,LGG,glioma IDHMut,6.5446
TCGA-HT-8564-01,LGG,glioma IDHWT,9.1539
TCGA-HT-A614-01,LGG,glioma IDHMut,8.0902
TCGA-HT-A617-01,LGG,glioma IDHWT,9.121
TCGA-P5-A737-01,LGG,glioma IDHMut,8.7653
TCGA-QH-A6X4-01,LGG,glioma IDHMut,7.8309
TCGA-RY-A840-01,LGG,glioma IDHMut,5.1172
TCGA-W9-A837-01,LGG,glioma IDHMut,7.4569
TCGA-E1-A7YL-01,LGG,glioma IDHWT,8.6223
TCGA-S9-A6TX-01,LGG,glioma IDHMut,9.0648
TCGA-S9-A6U0-01,LGG,glioma IDHWT,7.8463
TCGA-S9-A7R4-01,LGG,glioma IDHMut,7.6127
TCGA-TM-A84R-01,LGG,glioma IDHMut,7.9988
TCGA-E1-A7YO-01,LGG,glioma IDHMut,7.0514
TCGA-RY-A83Y-01,LGG,glioma IDHMut,6.9989
TCGA-RY-A847-01,LGG,glioma IDHMut,8.4647
TCGA-F6-A8O4-01,LGG,glioma IDHMut,8.1459
TCGA-HT-7479-01,LGG,glioma IDHMut,9.0807
TCGA-TM-A7CA-01,LGG,glioma IDHMut,7.206
TCGA-VV-A829-01,LGG,glioma IDHMut,6.32
TCGA-CS-5395-01,LGG,glioma IDHWT,7.7737
TCGA-CS-6670-01,LGG,glioma IDHMut,8.5518
TCGA-DB-5280-01,LGG,glioma IDHMut,7.2476
TCGA-DH-A7UU-01,LGG,glioma IDHMut,7.2555
TCGA-HT-7692-01,LGG,glioma IDHMut,6.6935
TCGA-IK-7675-01,LGG,glioma IDHMut,5.3967
TCGA-QH-A6CW-01,LGG,glioma IDHMut,6.9373
TCGA-S9-A7J1-01,LGG,glioma IDHMut,8.7681
TCGA-DU-A5TS-01,LGG,glioma IDHMut,8.6037
TCGA-E1-5304-01,LGG,glioma IDHMut,8.3556
TCGA-E1-A7YU-01,LGG,glioma IDHMut,8.0479
TCGA-HT-7485-01,LGG,glioma IDHMut,7.5331
TCGA-S9-A6WP-01,LGG,glioma IDHMut,7.953
TCGA-E1-5302-01,LGG,glioma IDHMut,8.1635
TCGA-FG-8188-01,LGG,glioma IDHMut,7.3044
TCGA-HW-7490-01,LGG,glioma IDHMut,8
TCGA-QH-A6CS-01,LGG,glioma IDHWT,9.2639
TCGA-S9-A7QZ-01,LGG,glioma IDHMut,7.3915
TCGA-CS-5394-01,LGG,glioma IDHMut,4.8182
TCGA-DB-A64P-01,LGG,glioma IDHMut,7.4813
TCGA-DU-A7TG-01,LGG,glioma IDHMut,8.4669
TCGA-HT-7620-01,LGG,glioma IDHMut,8.4242
TCGA-R8-A6MK-01,LGG,glioma IDHMut,7.1763
TCGA-S9-A6TW-01,LGG,glioma IDHMut,6.8485
TCGA-S9-A89Z-01,LGG,glioma IDHMut,7.7689
TCGA-TM-A84B-01,LGG,glioma IDHWT,7.7651
TCGA-TM-A84M-01,LGG,glioma IDHMut,4.7976
TCGA-CS-5393-01,LGG,glioma IDHMut,7.7288
TCGA-DU-7019-01,LGG,glioma IDHMut,7.5744
TCGA-HT-7481-01,LGG,glioma IDHMut,8.3025
TCGA-HT-7855-01,LGG,glioma IDHMut,6.9829
TCGA-HW-7487-01,LGG,glioma IDHMut,7.7617
TCGA-HW-8322-01,LGG,glioma IDHMut,7.0407
TCGA-P5-A5EV-01,LGG,glioma IDHMut,8.147
TCGA-P5-A5EZ-01,LGG,glioma IDHMut,7.6533
TCGA-S9-A7IY-01,LGG,glioma IDHMut,8.4293
TCGA-TQ-A7RH-01,LGG,glioma IDHMut,8.2104
TCGA-DB-A4XB-01,LGG,glioma IDHMut,6.617
TCGA-E1-5303-01,LGG,glioma IDHMut,8.6068
TCGA-HT-7472-01,LGG,glioma IDHMut,7.4242
TCGA-HT-7605-01,LGG,glioma IDHMut,8.595
TCGA-HT-7881-01,LGG,glioma IDHMut,8.9617
TCGA-HW-7489-01,LGG,glioma IDHMut,8.3693
TCGA-QH-A6CY-01,LGG,glioma IDHMut,7.9776
TCGA-QH-A6CZ-01,LGG,glioma IDHMut,6.764
TCGA-S9-A6TU-01,LGG,glioma IDHMut,8.2775
TCGA-TQ-A7RR-01,LGG,glioma IDHMut,8.8038
TCGA-CS-4943-01,LGG,glioma IDHMut,6.6865
TCGA-FG-8185-01,LGG,glioma IDHMut,8.4543
TCGA-HT-7470-01,LGG,glioma IDHMut,8.7997
TCGA-HW-7486-01,LGG,glioma IDHMut,8.4942
TCGA-DB-5275-01,LGG,glioma IDHMut,6.6157
TCGA-HT-7478-01,LGG,glioma IDHMut,9.0768
TCGA-HT-7611-01,LGG,glioma IDHMut,7.9661
TCGA-HT-8114-01,LGG,glioma IDHMut,8.7186
TCGA-HW-8320-01,LGG,glioma IDHMut,6.1796
TCGA-S9-A6U9-01,LGG,glioma IDHMut,8.7965
TCGA-TM-A84S-01,LGG,glioma IDHMut,8.5
TCGA-TQ-A7RG-01,LGG,glioma IDHMut,8.3411
TCGA-WY-A85C-01,LGG,glioma IDHMut,7.2374
TCGA-DU-A7T8-01,LGG,glioma IDHMut,7.3486
TCGA-E1-A7Z4-01,LGG,glioma IDHMut,8.666
TCGA-FG-8182-01,LGG,glioma IDHMut,7.3624
TCGA-HT-7856-01,LGG,glioma IDHMut,8.6329
TCGA-HW-7491-01,LGG,glioma IDHMut,6.1677
TCGA-HW-A5KM-01,LGG,glioma IDHMut,7.3625
TCGA-P5-A5EU-01,LGG,glioma IDHMut,8.9903
TCGA-P5-A72W-01,LGG,glioma IDHMut,9.4416
TCGA-S9-A7R1-01,LGG,glioma IDHMut,7.066
TCGA-DB-5277-01,LGG,glioma IDHMut,6.3758
TCGA-DB-A4XG-01,LGG,glioma IDHMut,6.2399
TCGA-E1-5305-01,LGG,glioma IDHMut,8.5616
TCGA-F6-A8O3-01,LGG,glioma IDHMut,6.406
TCGA-HT-7609-01,LGG,glioma IDHMut,8.0199
TCGA-HT-A74O-01,LGG,glioma IDHMut,7.8798
TCGA-S9-A6WE-01,LGG,glioma IDHMut,7.2262
TCGA-DB-5273-01,LGG,glioma IDHMut,8.8045
TCGA-DU-7007-01,LGG,glioma IDHMut,6.6134
TCGA-DU-7299-01,LGG,glioma IDHMut,7.9877
TCGA-DU-A5TP-01,LGG,glioma IDHMut,8.321
TCGA-HT-7480-01,LGG,glioma IDHMut,6.7516
TCGA-HT-A74J-01,LGG,glioma IDHMut,8.6945
TCGA-P5-A5F0-01,LGG,glioma IDHMut,7.9306
TCGA-QH-A86X-01,LGG,glioma IDHMut,6.59
TCGA-S9-A6U5-01,LGG,glioma IDHMut,9.7288
TCGA-VM-A8CB-01,LGG,glioma IDHMut,6.1598
TCGA-DB-5276-01,LGG,glioma IDHMut,8.4421
TCGA-DB-A4XD-01,LGG,glioma IDHMut,6.8691
TCGA-DH-5141-01,LGG,glioma IDHMut,8.3121
TCGA-DU-A7TA-01,LGG,glioma IDHMut,7.9959
TCGA-DU-A7TC-01,LGG,glioma IDHMut,8.6707
TCGA-HT-8111-01,LGG,glioma IDHMut,9.1829
TCGA-TM-A84C-01,LGG,glioma IDHWT,8.5961
TCGA-TQ-A7RN-01,LGG,glioma IDHMut,6.5832
TCGA-TQ-A7RW-01,LGG,glioma IDHMut,8.1408
TCGA-CS-6290-01,LGG,glioma IDHMut,8.8827
TCGA-DU-6395-01,LGG,glioma IDHMut,8.6008
TCGA-E1-5311-01,LGG,glioma IDHMut,7.2035
TCGA-FG-7641-01,LGG,glioma IDHMut,7.984
TCGA-FG-8187-01,LGG,glioma IDHMut,9.1759
TCGA-HT-7879-01,LGG,glioma IDHMut,6.7596
TCGA-HW-8321-01,LGG,glioma IDHMut,7.4712
TCGA-S9-A6WG-01,LGG,glioma IDHMut,9.1123
TCGA-TM-A84L-01,LGG,glioma IDHMut,8.6778
TCGA-TM-A84Q-01,LGG,glioma IDHMut,7.5125
TCGA-DB-A4XA-01,LGG,glioma IDHMut,7.1338
TCGA-DH-5143-01,LGG,glioma IDHMut,8.601
TCGA-DH-A7UT-01,LGG,glioma IDHMut,9.2454
TCGA-DU-A76O-01,LGG,glioma IDHMut,7.4567
TCGA-FG-6689-01,LGG,glioma IDHMut,8.2903
TCGA-FG-8191-01,LGG,glioma IDHMut,9.2498
TCGA-HT-7468-01,LGG,glioma IDHMut,7.0043
TCGA-HT-7469-01,LGG,glioma IDHWT,5.8316
TCGA-HT-7880-01,LGG,glioma IDHMut,9.2801
TCGA-P5-A5F1-01,LGG,glioma IDHMut,9.8609000000000009
TCGA-RY-A843-01,LGG,glioma IDHMut,7.897
TCGA-TM-A7C5-01,LGG,glioma IDHMut,5.6512
TCGA-TM-A84I-01,LGG,glioma IDHMut,5.315
TCGA-DB-A75O-01,LGG,glioma IDHMut,8.449
TCGA-DH-5142-01,LGG,glioma IDHMut,8.2653
TCGA-DU-5853-01,LGG,glioma IDHMut,8.6237
TCGA-DU-8163-01,LGG,glioma IDHMut,8.2939
TCGA-HT-7603-01,LGG,glioma IDHMut,9.2165
TCGA-HT-7690-01,LGG,glioma IDHMut,7.5757
TCGA-HT-7873-01,LGG,glioma IDHMut,6.1371
TCGA-S9-A6WO-01,LGG,glioma IDHMut,7.5738
TCGA-TQ-A7RK-01,LGG,glioma IDHMut,6.7661
TCGA-TQ-A7RO-01,LGG,glioma IDHMut,6.2774
TCGA-E1-A7YW-01,LGG,glioma IDHMut,7.7688
TCGA-FG-7634-01,LGG,glioma IDHMut,7.1146
TCGA-HT-7473-01,LGG,glioma IDHMut,8.3761
TCGA-HT-7858-01,LGG,glioma IDHMut,7.9594
TCGA-S9-A6U6-01,LGG,glioma IDHMut,8.0812
TCGA-P5-A5ET-01,LGG,glioma IDHMut,8.4589
TCGA-QH-A6X3-01,LGG,glioma IDHMut,6.2651
TCGA-S9-A7R7-01,LGG,glioma IDHMut,7.4154
TCGA-TQ-A7RV-01,LGG,glioma IDHMut,7.8316
TCGA-DB-A4XC-01,LGG,glioma IDHMut,7.9758
TCGA-HT-7476-01,LGG,glioma IDHMut,8.3772
TCGA-HT-7676-01,LGG,glioma IDHMut,7.997
TCGA-KT-A74X-01,LGG,glioma IDHMut,7.4904
TCGA-P5-A5F6-01,LGG,glioma IDHWT,10.4627
TCGA-DU-6542-01,LGG,glioma IDHMut,7.9677
TCGA-DU-7011-01,LGG,glioma IDHMut,8.5263
TCGA-FN-7833-01,LGG,glioma IDHMut,8.5252
TCGA-S9-A7J2-01,LGG,glioma IDHMut,8.5648
TCGA-VM-A8CE-01,LGG,glioma IDHMut,8.513
TCGA-HT-A5RB-01,LGG,glioma IDHMut,7.7487
TCGA-S9-A6U8-01,LGG,glioma IDHMut,8.373
TCGA-WY-A85B-01,LGG,glioma IDHMut,7.3268
TCGA-FG-5963-01,LGG,glioma IDHWT,9.215
TCGA-FG-8181-01,LGG,glioma IDHWT,9.0427
TCGA-CS-6666-01,LGG,glioma IDHMut,6.3241
TCGA-HT-A61B-01,LGG,glioma IDHMut,8.2824
TCGA-P5-A730-01,LGG,glioma IDHMut,7.5142
TCGA-HT-7602-01,LGG,glioma IDHMut,10.167
TCGA-HT-8015-01,LGG,glioma IDHWT,9.291
TCGA-P5-A5EY-01,LGG,glioma IDHWT,9.2021
TCGA-P5-A72X-01,LGG,glioma IDHMut,8.1647
TCGA-DB-A64S-01,LGG,glioma IDHMut,9.1194
TCGA-WY-A85A-01,LGG,glioma IDHMut,7.285
TCGA-TM-A84T-01,LGG,glioma IDHMut,7.5546
TCGA-DB-5278-01,LGG,glioma IDHMut,7.9415
TCGA-HT-7483-01,LGG,glioma IDHMut,7.1476
TCGA-DU-7012-01,LGG,glioma IDHWT,7.1677
TCGA-DU-A6S8-01,LGG,glioma IDHMut,5.8404
TCGA-FG-A713-01,LGG,glioma IDHMut,8.8581
TCGA-DU-A7T6-01,LGG,glioma IDHMut,7.8285
TCGA-QH-A6X9-01,LGG,glioma IDHMut,6.8561
TCGA-S9-A6WH-01,LGG,glioma IDHMut,7.0066
TCGA-P5-A72U-01,LGG,glioma IDHMut,7.7459
TCGA-HT-A5RC-01,LGG,glioma IDHWT,7.9045
TCGA-DU-8167-01,LGG,glioma IDHMut,8.0729
TCGA-DB-A64L-01,LGG,glioma IDHMut,7.5699
TCGA-DU-6400-01,LGG,glioma IDHMut,8.1642
TCGA-DB-A64W-01,LGG,glioma IDHMut,7.1208
TCGA-HT-A5RA-01,LGG,glioma IDHWT,7.1987
TCGA-HT-8010-01,LGG,glioma IDHMut,8.1391
TCGA-P5-A72Z-01,LGG,glioma IDHMut,6.2279
TCGA-DU-8161-01,LGG,glioma IDHWT,8.5263
TCGA-E1-A7YN-01,LGG,glioma IDHWT,8.0193
TCGA-DU-5874-01,LGG,glioma IDHMut,5.6227
TCGA-DU-A5TU-01,LGG,glioma IDHMut,7.9706
TCGA-E1-5307-01,LGG,glioma IDHMut,6.9651
TCGA-DU-5852-01,LGG,glioma IDHWT,6.0027
TCGA-DU-8162-01,LGG,glioma IDHWT,8.9207
TCGA-FG-A87Q-01,LGG,glioma IDHWT,8.4163
TCGA-HT-7607-01,LGG,glioma IDHMut,8.306
TCGA-TM-A84O-01,LGG,glioma IDHMut,9.3359
TCGA-DU-6403-01,LGG,glioma IDHWT,8.3558
TCGA-DU-7006-01,LGG,glioma IDHWT,6.7767
TCGA-DU-8165-01,LGG,glioma IDHWT,8.1464
TCGA-HT-7860-01,LGG,glioma IDHWT,6.6356
TCGA-DH-A7UR-01,LGG,glioma IDHMut,7.867
